icao_code,iata_code,airport_name,city,country,lat_degrees,lat_minutes,lat_seconds,lat_direction,lon_degrees,lon_minutes,lon_seconds,lon_direction,altitude,lat_dec,lon_dec
ESKX,N/A,BJORKVIK,BJORKVIK,SWEDEN,058,047,027,N,016,034,015,E,00046,58.791,16.571
ESMA,N/A,EMMABODA,EMMABODA,SWEDEN,056,036,038,N,015,036,017,E,00135,56.611,15.605
ESMB,N/A,N/A,BORGLANDA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMD,N/A,N/A,HASSLEHOLM,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESME,N/A,N/A,ESLOV,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMF,N/A,N/A,FAGERHULT,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMG,N/A,FERINGE,LJUNGBY,SWEDEN,056,057,001,N,013,055,018,E,00163,56.95,13.922
ESMH,N/A,N/A,HOGANAS,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMI,N/A,N/A,SOVDEBORG,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMJ,N/A,N/A,KAGEROD,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMK,KID,KRISTIANSTAD,KRISTIANSTAD,SWEDEN,055,055,018,N,014,005,007,E,00024,55.922,14.085
ESML,JLD,LANDSKRONA,LANDSKRONA,SWEDEN,055,056,041,N,012,051,039,E,00060,55.945,12.861
ESMN,N/A,N/A,LUND,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMO,OSK,OSKARSHAMN,OSKARSHAMN,SWEDEN,057,021,001,N,016,029,052,E,00030,57.35,16.498
ESMP,N/A,ANDERSTORP,ANDERSTORP,SWEDEN,057,015,051,N,013,035,057,E,00155,57.264,13.599
ESMQ,KLR,KALMAR,KALKMAR,SWEDEN,056,041,007,N,016,017,015,E,00006,56.685,16.288
ESMR,N/A,N/A,TRELLEBORG,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMS,MMX,STURUP,MALMOE,SWEDEN,055,031,048,N,013,022,017,E,00072,55.53,13.371
ESMT,HAD,HALMSTAD,HALMSTAD,SWEDEN,056,041,028,N,012,049,012,E,00031,56.691,12.82
ESMV,N/A,HAGSHULT,HAGSHULT,SWEDEN,057,017,032,N,014,008,014,E,00170,57.292,14.137
ESMX,VXO,KRONOBERG,VAXJO,SWEDEN,056,055,044,N,014,043,040,E,00186,56.929,14.728
ESMY,N/A,N/A,SMALANDSSTENAR,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESMZ,N/A,N/A,OLANDA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESNA,N/A,HALLVIKEN,HALLVIKEN,SWEDEN,063,044,018,N,015,027,030,E,00342,63.738,15.458
ESNB,N/A,N/A,SOLLEFTEA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESNC,N/A,HEDLANDA,HEDE,SWEDEN,062,024,032,N,013,044,050,E,00446,62.409,13.747
ESND,EVG,SVEG,SVEG,SWEDEN,062,002,052,N,014,025,022,E,00360,62.048,14.423
ESNF,N/A,FARILA,FARILA,SWEDEN,061,053,053,N,015,042,019,E,00207,61.898,15.705
ESNG,GEV,GALLIVARE,GALLIVARE,SWEDEN,067,007,056,N,020,048,052,E,00314,67.132,20.814
ESNH,HUV,HUDIKSVALL,HUDIKSVALL,SWEDEN,061,046,005,N,017,004,050,E,00029,61.768,17.081
ESNI,N/A,KUBBE,KUBBE,SWEDEN,063,038,001,N,017,056,023,E,00250,63.634,17.94
ESNJ,N/A,JOKKMOKK,JOKKMOKK,SWEDEN,066,029,046,N,020,008,049,E,00276,66.496,20.147
ESNK,KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,063,002,054,N,017,046,007,E,00011,63.048,17.769
ESNL,LYC,LYCKSELE,LYCKSELE,SWEDEN,064,032,053,N,018,042,058,E,00212,64.548,18.716
ESNM,N/A,OPTAND,OPTAND,SWEDEN,063,007,043,N,014,048,010,E,00377,63.129,14.803
ESNN,SDL,SUNDSVALL HARNOSAND,SUNDSVALL,SWEDEN,062,031,041,N,017,026,038,E,00005,62.528,17.444
ESNO,OER,ORNSKOLDSVIK,ORNSKOLDSVIK,SWEDEN,063,024,030,N,018,059,024,E,00108,63.408,18.99
ESNP,N/A,PITEA,PITEA,SWEDEN,065,023,058,N,021,015,055,E,00014,65.399,21.265
ESNQ,KRN,KIRUNA,KIRUNA,SWEDEN,067,049,019,N,020,020,012,E,00460,67.822,20.337
ESNR,N/A,ORSA,ORSA,SWEDEN,061,011,024,N,014,042,045,E,00209,61.19,14.712
ESNS,SFT,SKELLEFTEA,SKELLEFTEA,SWEDEN,064,037,029,N,021,004,036,E,00048,64.625,21.077
ESNT,N/A,SATTNA,SATTNA,SWEDEN,062,028,052,N,017,000,010,E,00271,62.481,17.003
ESNU,UME,UMEA,UMEA,SWEDEN,063,047,030,N,020,016,057,E,00008,63.792,20.282
ESNV,VHM,VILHELMINA,VILHELMINA,SWEDEN,064,034,044,N,016,050,000,E,00348,64.579,16.833
ESNX,AJR,ARVIDSJAUR,ARVIDSJAUR,SWEDEN,065,035,024,N,019,016,054,E,00380,65.59,19.282
ESOE,ORB,OREBRO,OREBRO,SWEDEN,059,013,025,N,015,002,016,E,00058,59.224,15.038
ESOH,N/A,HAGFORS,HAGFORS,SWEDEN,060,001,012,N,013,034,044,E,00145,60.02,13.579
ESOR,N/A,N/A,RESCUE COORDIN. CTR.,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESOW,VST,VASTERAS,VASTERAS,SWEDEN,059,035,022,N,016,038,001,E,00007,59.589,16.634
ESPA,LLA,KALLAX,LULEA,SWEDEN,065,032,037,N,022,007,019,E,00020,65.544,22.122
ESPC,OSD,FROSON,OSTERSUND,SWEDEN,063,011,038,N,014,030,007,E,00376,63.194,14.502
ESPD,N/A,N/A,GUNNARN,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESPE,N/A,VIDSEL,VIDSEL,SWEDEN,065,052,031,N,020,008,059,E,00182,65.875,20.15
ESPG,N/A,N/A,BODEN,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESPJ,N/A,HEDEN,HEDEN,SWEDEN,065,050,010,N,021,028,017,E,00040,65.836,21.471
ESQO,N/A,ARBOGA,ARBOGA,SWEDEN,059,023,011,N,015,055,026,E,00011,59.386,15.924
ESQP,N/A,N/A,BERGA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSA,ARN,ARLANDA,STOCKHOLM,SWEDEN,059,039,007,N,017,055,007,E,00038,59.652,17.919
ESSB,BMA,BROMMA,STOCKHOLM,SWEDEN,059,021,015,N,017,056,029,E,00015,59.354,17.941
ESSC,N/A,N/A,ESKILSTUNA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSD,BLE,BORLANGE,BORLANGE,SWEDEN,060,025,019,N,015,030,054,E,00154,60.422,15.515
ESSE,N/A,N/A,STOCKHOLM,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSF,HLF,HULTSFRED,HULTSFRED,SWEDEN,057,031,032,N,015,049,026,E,00112,57.526,15.824
ESSG,N/A,N/A,LUDVIKA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSH,N/A,N/A,LAXA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSI,N/A,N/A,VISINGSO,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSK,GVX,GAVLE SANDVIKEN,GAVLE,SWEDEN,060,035,036,N,016,057,005,E,00069,60.593,16.951
ESSL,LPI,SAAB,LINKOEPING,SWEDEN,058,024,022,N,015,040,049,E,00053,58.406,15.68
ESSM,N/A,N/A,BATTFORSHEDEN,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSP,NRK,KUNGSANGEN,NORRKOEPING,SWEDEN,058,035,010,N,016,015,002,E,00010,58.586,16.251
ESSQ,KSD,N/A,KARLSTAD,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESST,N/A,TORSBY,TORSBY,SWEDEN,060,009,027,N,012,059,028,E,00119,60.157,12.991
ESSU,N/A,ESKILSTUNA,ESKILSTUNA,SWEDEN,059,021,003,N,016,042,030,E,00043,59.351,16.708
ESSV,VBY,VISBY,VISBY,SWEDEN,057,039,046,N,018,020,046,E,00051,57.663,18.346
ESSW,N/A,N/A,VASTERVIK,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSX,N/A,N/A,VASTERAS,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESSZ,N/A,N/A,VANGSO,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUA,N/A,AMSELE,AMSELE,SWEDEN,064,034,014,N,019,018,051,E,00214,64.571,19.314
ESUB,N/A,N/A,ARBRA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUD,N/A,STORUMAN,MOHED,SWEDEN,064,057,039,N,017,041,047,E,00279,64.961,17.696
ESUE,N/A,IDRE,IDRE,SWEDEN,061,052,007,N,012,041,026,E,00452,61.869,12.691
ESUF,N/A,FALLFORS,FALLFORS,SWEDEN,065,006,023,N,020,045,038,E,00196,65.106,20.761
ESUG,N/A,N/A,GARGNAS,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUH,N/A,N/A,HARNOSAND,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUJ,N/A,N/A,ANGE,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUK,N/A,KALIXFORS,KALIXFORS,SWEDEN,067,045,053,N,020,015,026,E,00473,67.765,20.257
ESUL,N/A,N/A,LJUSDAL,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUR,N/A,N/A,RAMSELE,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUS,N/A,N/A,ASELE,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUT,N/A,HEMAVAN,HEMAVAN,SWEDEN,065,048,022,N,015,004,058,E,00459,65.806,15.083
ESUV,N/A,N/A,ALVSBYN,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESUY,N/A,N/A,EDSBYN,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVA,N/A,N/A,AVESTA,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVG,N/A,N/A,GAGNEF,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVH,N/A,N/A,HALLEFORS,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVK,N/A,N/A,KATRINEHOLM,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVM,N/A,N/A,MALUNG,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVQ,N/A,N/A,KOPING,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ESVS,N/A,N/A,SILJANSAS,SWEDEN,000,000,000,U,000,000,000,U,00000,0,0
ETAA,N/A,N/A,FRANKFURT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETAD,SPM,SPANGDAHLEM AB,SPANGDAHLEM,GERMANY,049,058,021,N,006,041,033,E,00365,49.973,6.692
ETAR,RMS,RAMSTEIN AB,RAMSTEIN,GERMANY,049,026,015,N,007,036,005,E,00239,49.438,7.601
ETAS,N/A,N/A,SEMBACH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETAV,N/A,N/A,SIEGENBURG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETBA,N/A,N/A,AACHEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETBB,N/A,N/A,BUTZWEILERHOF,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETBW,N/A,N/A,WEIDEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCC,N/A,N/A,GOCH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCE,N/A,N/A,MESSSTETTEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCH,N/A,N/A,HUERTH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCK,N/A,N/A,KALKAR,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCM,N/A,N/A,MUENSTER,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCW,N/A,N/A,COLOGNE,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCX,N/A,N/A,MECHERNICH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETCZ,N/A,N/A,FRANKFURT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEB,N/A,N/A,ANSBACH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETED,N/A,N/A,KAISERSLAUTERN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEE,N/A,N/A,HEIDELBERG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEF,N/A,N/A,BABENHAUSEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEH,N/A,N/A,BAD KREUZNACH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEJ,N/A,BAMBERG AAF,BAMBERG,GERMANY,049,055,013,N,010,054,051,E,00251,49.92,10.914
ETEK,N/A,BAUMHOLDER AAF,BAUMHOLDER,GERMANY,049,039,000,N,007,018,000,E,00442,49.65,7.3
ETEP,N/A,N/A,BUEDINGEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEU,GHF,GIEBELSTADT AAF,GIEBELSTADT,GERMANY,049,038,053,N,009,057,059,E,00299,49.648,9.966
ETEW,N/A,N/A,FUERTH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETEZ,N/A,N/A,GERMERSHEIM,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETFB,N/A,N/A,BREMEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETFC,N/A,N/A,FRANKFURT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETFD,N/A,N/A,DUESSELDORF,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETFR,N/A,N/A,RAMSTEIN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETFT,N/A,N/A,BERLIN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGA,N/A,N/A,ANKUM,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGB,N/A,N/A,BERGEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGE,N/A,N/A,EMDEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGF,N/A,N/A,FRITZLAR,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGG,N/A,N/A,GLUECKSBURG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGH,N/A,N/A,KOBLENZ,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGI,N/A,N/A,IDAR-OBERSTEIN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGJ,N/A,N/A,JENGEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGK,N/A,N/A,KUEMMERSBRUCK,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGL,N/A,N/A,MUENSTER,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGM,N/A,N/A,MEPPEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGN,N/A,N/A,BREDESTEDT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGO,N/A,N/A,FUERSTENWALDE,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGP,N/A,N/A,PODSDAM,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGR,N/A,N/A,MUENSTER,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGS,N/A,N/A,SIGMARINGEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGT,N/A,N/A,TRABEN-TRARBACH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGU,N/A,N/A,ULM,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGV,N/A,N/A,FUERSTENFELDBRUCK,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGW,N/A,N/A,WITSTOCK,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGX,N/A,N/A,TRABEN-TRARBACH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGY,N/A,N/A,KALKAR,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETGZ,N/A,N/A,MESSSTETTEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETHA,N/A,N/A,ALTENSTADT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETHB,N/A,BUCKEBURG,BRUECKEBURG,GERMANY,052,016,042,N,009,004,055,E,00071,52.278,9.082
ETHC,ZCN,CELLE,CELLE,GERMANY,052,035,028,N,010,001,019,E,00040,52.591,10.022
ETHE,N/A,RHEINE BENTLAGE,RHEINE-BRENTLANGE,GERMANY,052,017,028,N,007,023,013,E,00040,52.291,7.387
ETHF,N/A,FRITZLAR,FRITZLAR,GERMANY,051,006,052,N,009,017,009,E,00173,51.114,9.286
ETHH,N/A,N/A,BONN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETHI,N/A,ITZEHOE HUNGRIGER WOLF,ITZEHOE,GERMANY,053,059,040,N,009,034,042,E,00025,53.994,9.578
ETHL,N/A,LAUPHEIM,LAUPHEIM,GERMANY,048,013,013,N,009,054,036,E,00539,48.22,9.91
ETHM,N/A,MENDIG,MENDIG,GERMANY,050,021,057,N,007,018,054,E,00182,50.366,7.315
ETHN,N/A,NIEDERSTETTEN,NIEDERSTETTEN,GERMANY,049,023,030,N,009,057,029,E,00469,49.392,9.958
ETHR,N/A,ROTH,ROTH,GERMANY,049,013,003,N,011,006,002,E,00387,49.218,11.101
ETHS,N/A,FASSBERG,FASSBERG,GERMANY,052,055,009,N,010,011,001,E,00075,52.919,10.184
ETHT,N/A,COTTBUS,COTTBUS,GERMANY,051,046,004,N,014,017,031,E,00070,51.768,14.292
ETIC,N/A,GRAFENWOHR AAF,GRAFENWOEHR,GERMANY,049,041,058,N,011,056,028,E,00416,49.699,11.941
ETID,ZNF,HANAU AAF,HANAU,GERMANY,050,010,009,N,008,057,041,E,00113,50.169,8.961
ETIE,QHD,HEIDELBERG AAF,HEIDELBERG,GERMANY,049,023,036,N,008,039,007,E,00110,49.393,8.652
ETIH,N/A,HOHENFELS AAF,HOHENFELS,GERMANY,049,013,005,N,011,050,010,E,00444,49.218,11.836
ETIK,N/A,N/A,ILLESHEIM,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETIN,N/A,KITZINGEN AAF,KITZINGEN,GERMANY,049,044,035,N,010,012,002,E,00211,49.743,10.201
ETIP,N/A,N/A,LANDSTUHL,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETIT,N/A,N/A,NUERNBERG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETIU,N/A,N/A,HEIDELBERG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETIY,N/A,N/A,LANDSTUHL,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETJA,N/A,N/A,KALKAR,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETJC,N/A,N/A,MESSSTETTEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETME,N/A,EGGEBEK,EGGEBECK,GERMANY,054,037,029,N,009,020,029,E,00020,54.625,9.341
ETMK,N/A,N/A,KIEL,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETMN,N/A,NORDHOLZ,NORDHOLZ,GERMANY,053,046,003,N,008,039,030,E,00023,53.767,8.658
ETNA,N/A,N/A,AHLHORN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETND,N/A,DIEPHOLZ,DIEPHOLZ,GERMANY,052,035,007,N,008,020,026,E,00039,52.585,8.341
ETNG,GKE,GEILENKIRCHEN,GEILENKIRCHEN,GERMANY,050,057,039,N,006,002,033,E,00091,50.961,6.042
ETNH,N/A,HOHN,HOHN,GERMANY,054,018,043,N,009,032,017,E,00012,54.312,9.538
ETNI,N/A,N/A,BRIEST,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETNJ,N/A,JEVER,JEVER,GERMANY,053,032,000,N,007,053,019,E,00008,53.533,7.889
ETNK,N/A,N/A,COLOGNE,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETNL,RLG,LAAGE,LAAGE,GERMANY,053,055,005,N,012,016,045,E,00043,53.918,12.279
ETNN,N/A,NORVENICH,NOERVENICH,GERMANY,050,049,052,N,006,039,029,E,00118,50.831,6.658
ETNP,N/A,HOPSTEN,HOPSTEN,GERMANY,052,020,019,N,007,032,028,E,00040,52.339,7.541
ETNR,N/A,PRESCHEN,PRESCHEN,GERMANY,051,039,049,N,014,038,001,E,00102,51.664,14.634
ETNS,N/A,SCHLESWIG,SCHLESWIG,GERMANY,054,027,033,N,009,030,058,E,00023,54.459,9.516
ETNT,N/A,WITTMUNDHAFEN,WITTMUNDHAFEN,GERMANY,053,032,052,N,007,040,002,E,00008,53.548,7.667
ETNU,N/A,NEUBRANDENBURG,NEUBRANDENBURG,GERMANY,053,036,007,N,013,018,021,E,00070,53.602,13.306
ETNW,N/A,WUNSTORF,WUNSTORF,GERMANY,052,027,026,N,009,025,037,E,00057,52.457,9.427
ETOA,N/A,N/A,SCHWEINFURT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOC,N/A,N/A,ECHTERDINGEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOI,N/A,VILSECK AAF,VILSECK,GERMANY,049,038,001,N,011,046,002,E,00413,49.634,11.767
ETOJ,N/A,N/A,BONN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOK,N/A,N/A,FRANKFURT,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOM,N/A,N/A,WORMS,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOQ,N/A,N/A,HEIDELBERG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOR,N/A,COLEMAN AAF,COLEMAN,GERMANY,049,033,048,N,008,027,048,E,00095,49.563,8.463
ETOU,N/A,WIESBADEN AAF,WIESBADEN,GERMANY,050,002,059,N,008,019,031,E,00141,50.05,8.325
ETOW,N/A,N/A,WILDFLECKEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETOY,N/A,N/A,LEIGHTON BARRACKS,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETRA,N/A,N/A,GOCH,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETRB,N/A,N/A,GLUECKSBURG,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETSA,N/A,LANDSBERG LECH,LANDSBERG,GERMANY,048,004,014,N,010,054,021,E,00624,48.071,10.906
ETSB,N/A,BUCHEL,BUECHEL,GERMANY,050,010,025,N,007,003,048,E,00478,50.174,7.063
ETSE,N/A,ERDING,ERDING,GERMANY,048,019,020,N,011,056,055,E,00462,48.322,11.949
ETSF,FEL,FURSTENFELDBRUCK,FUERSTENFELDBRUCK,GERMANY,048,012,020,N,011,016,001,E,00520,48.206,11.267
ETSH,N/A,HOLZDORF,HOLZDORF,GERMANY,051,046,004,N,013,010,003,E,00082,51.768,13.167
ETSI,N/A,INGOLSTADT MANCHING,INGOLSTADT,GERMANY,048,042,056,N,011,032,002,E,00367,48.716,11.534
ETSL,N/A,LECHFELD,LECHFELD,GERMANY,048,011,010,N,010,051,044,E,00556,48.186,10.862
ETSM,N/A,MEMMINGEN,MEMMINGEN,GERMANY,047,059,019,N,010,014,022,E,00635,47.989,10.239
ETSN,N/A,NEUBURG,NEUBURG,GERMANY,048,042,039,N,011,012,040,E,00381,48.711,11.211
ETSP,N/A,N/A,PFERDSFELD,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETUD,N/A,N/A,DETMOLD,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETUK,N/A,N/A,RHEINDAHLEN,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETUL,LRC,LAARBRUCH,LAARBRUCH,GERMANY,051,036,006,N,006,008,033,E,00033,51.602,6.143
ETUN,N/A,N/A,NORDHORN RANGE,GERMANY,000,000,000,U,000,000,000,U,00000,0,0
ETUO,GUT,GUTERSLOH,GUETERSLOH,GERMANY,051,055,022,N,008,018,022,E,00072,51.923,8.306
ETUR,BGN,BRUGGEN,BRUEGGEN,GERMANY,051,011,059,N,006,007,055,E,00074,51.2,6.132
FAAB,ALJ,ALEXANDER BAY,ALEXANDER BAY,SOUTH AFRICA,028,034,030,S,016,032,000,E,00030,-28.575,16.533
FAAE,N/A,N/A,ABERDEEN,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAAG,AGZ,AGGENEYS,AGGENEYS,SOUTH AFRICA,029,016,054,S,018,048,049,E,00808,-29.282,18.814
FAAN,N/A,N/A,ALIWAL NORTH,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FAAP,N/A,ARNOT POWER STATION,ARNOT POWER STATION,SOUTH AFRICA,025,056,037,S,029,048,036,E,01701,-25.944,29.81
FAAR,ADI,N/A,ARANDIS,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FAAS,N/A,N/A,AUAS,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FABA,N/A,N/A,BASAROOT,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FABB,N/A,BRAKPAN,BRAKPAN,SOUTH AFRICA,026,014,019,S,028,018,006,E,01616,-26.239,28.302
FABC,N/A,N/A,BETHANIEN,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FABD,N/A,N/A,BURGERSDORP,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABE,VIY,BISHO,BISHO,SOUTH AFRICA,032,053,049,S,027,016,044,E,00595,-32.897,27.279
FABF,N/A,N/A,BEDFORD,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABH,N/A,N/A,BETHAL,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABJ,N/A,N/A,BITTERWASSER,NAMIBIA,000,000,000,U,000,000,000,U,00000,0,0
FABK,N/A,N/A,BLOEMHOF,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABL,BFN,BLOEMFONTEIN,BLOEMFONTEIN,SOUTH AFRICA,029,005,033,S,026,018,008,E,01359,-29.092,26.302
FABM,N/A,BETHLEHEM,BETHLEHEM,SOUTH AFRICA,028,014,054,S,028,020,010,E,01695,-28.248,28.336
FABN,N/A,N/A,BARBERTON,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABO,N/A,BOTHAVILLE,BOTHAVILLE,SOUTH AFRICA,027,022,000,S,026,037,045,E,01292,-27.367,26.629
FABP,N/A,N/A,BULTFONTEIN,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABR,N/A,N/A,BREDASDORP,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABS,N/A,N/A,BRITS,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABU,N/A,N/A,BUTTERWORTH,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABV,N/A,N/A,BRANDVLEI,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABW,N/A,N/A,BEAUFORT WEST,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
FABX,N/A,N/A,BEATRIX MINE,SOUTH AFRICA,000,000,000,U,000,000,000,U,00000,0,0
